-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2022 in LST
Location: latitude  54.691   longitude 25.2823 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 152.46 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN               MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE             MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M
2020,7,30,4.63,7.05,0.45,8.55,0.27,1.07,15.83,10.33,13.08,16.12,7.86,72.02,0.3,99.69,4.56,7.0,2.07,4.93,265.1
2020,7,31,2.41,6.89,0.24,8.88,0.16,0.67,15.0,12.27,13.63,15.23,9.0,84.53,2.2,99.37,4.12,5.53,2.07,3.46,271.3
2020,8,1,5.14,7.06,0.51,8.4,0.3,1.19,16.22,11.96,14.09,16.5,8.78,78.03,1.24,99.54,3.37,5.01,2.07,2.94,345.4
2020,8,2,6.68,7.18,0.67,7.67,0.37,1.5,17.33,11.55,14.44,17.22,8.56,71.08,0.01,99.61,1.25,2.03,0.3,1.73,327.4
2020,8,3,5.26,6.59,0.53,8.43,0.29,1.27,18.53,13.2,15.87,18.31,9.63,72.06,0.08,99.36,2.61,3.56,1.78,1.78,184.0
2020,8,4,2.88,6.09,0.29,9.2,0.18,0.75,19.74,15.07,17.41,19.69,11.0,76.08,14.31,99.12,3.24,4.73,1.38,3.35,166.7
2020,8,5,5.29,6.66,0.54,8.53,0.3,1.25,18.58,14.39,16.49,18.91,10.3,78.92,0.69,99.9,2.72,3.75,1.83,1.92,323.2
2020,8,6,6.92,6.97,0.71,7.84,0.38,1.46,19.12,13.51,16.31,19.45,9.64,72.74,0.01,100.67,1.77,2.33,1.23,1.1,45.4
2020,8,7,6.78,6.88,0.7,8.46,0.38,1.51,21.1,15.26,18.18,21.31,10.8,71.47,0.0,100.87,2.17,2.47,1.69,0.78,86.6
2020,8,8,6.04,6.62,0.63,8.85,0.34,1.38,22.37,16.27,19.32,22.75,11.53,71.1,0.04,100.55,1.56,2.3,0.41,1.89,76.5
2020,8,9,5.75,6.5,0.6,8.77,0.33,1.34,21.84,16.43,19.14,21.99,11.69,73.24,1.23,100.16,1.9,2.37,1.26,1.11,86.7
2020,8,10,5.52,6.53,0.58,8.87,0.32,1.37,22.35,16.31,19.33,22.33,11.61,70.81,0.65,100.04,1.92,3.27,0.34,2.93,3.7
2020,8,11,6.6,6.7,0.7,7.79,0.36,1.46,18.51,12.17,15.34,19.04,8.94,69.5,0.07,100.2,3.61,4.98,2.22,2.76,13.1
2020,8,12,4.92,6.39,0.52,7.98,0.27,1.11,15.74,9.47,12.61,16.52,7.39,69.11,0.01,100.35,2.63,3.8,1.88,1.92,22.2
2020,8,13,5.73,6.47,0.62,7.89,0.31,1.26,16.55,9.26,12.91,17.24,7.31,65.0,0.0,100.1,1.61,2.37,0.35,2.02,61.4
2020,8,14,5.4,6.44,0.59,8.28,0.31,1.24,18.28,10.95,14.62,18.7,8.23,64.22,0.07,99.97,1.51,2.36,0.52,1.84,173.5
2020,8,15,5.58,6.31,0.61,8.39,0.31,1.23,20.12,11.97,16.05,20.35,8.81,61.81,0.01,99.94,2.24,2.76,1.44,1.32,266.9
2020,8,16,6.03,6.24,0.66,8.25,0.33,1.32,22.16,13.64,17.9,21.7,9.8,61.54,0.0,99.88,1.74,3.13,0.33,2.8,315.4
2020,8,17,5.97,6.22,0.66,8.18,0.32,1.31,21.87,12.86,17.37,21.77,9.33,60.05,0.0,99.63,2.27,3.53,1.3,2.23,336.0
2020,8,18,3.18,5.75,0.36,9.16,0.19,0.85,20.87,13.74,17.31,21.37,9.93,66.24,0.14,99.17,2.72,3.43,1.68,1.75,101.3
2020,8,19,2.71,4.76,0.31,9.31,0.15,0.6,19.99,15.82,17.91,20.41,11.38,78.06,2.06,98.91,3.36,4.33,1.74,2.59,77.2
2020,8,20,2.3,5.08,0.26,9.36,0.14,0.61,18.86,15.59,17.22,19.33,11.17,82.5,1.34,99.28,3.0,3.66,1.42,2.24,54.1
2020,8,21,4.47,5.56,0.51,8.99,0.25,1.01,20.53,15.05,17.79,21.02,10.74,73.86,0.16,99.75,2.23,3.16,1.31,1.85,7.7
2020,8,22,4.1,5.61,0.48,9.34,0.24,1.07,20.91,14.81,17.86,21.46,10.57,70.89,0.58,99.78,3.91,4.66,2.64,2.02,143.5
2020,8,23,3.24,5.15,0.38,9.19,0.19,0.92,19.89,15.43,17.66,20.11,11.07,77.68,2.11,99.33,2.6,3.44,1.74,1.7,253.3
2020,8,24,4.69,5.68,0.55,8.55,0.26,1.09,18.82,13.16,15.99,19.15,9.57,72.85,0.82,99.32,3.01,5.11,1.19,3.92,262.9
2020,8,25,3.04,5.16,0.36,8.32,0.18,0.78,16.62,12.91,14.76,16.46,9.4,80.47,3.68,99.24,2.4,3.86,0.27,3.59,239.5
2020,8,26,2.71,5.26,0.33,8.51,0.16,0.67,15.89,11.61,13.75,16.24,8.69,78.98,7.05,98.84,3.32,5.17,1.63,3.54,205.3
2020,8,27,2.77,5.33,0.34,8.77,0.17,0.7,16.0,13.68,14.84,16.09,9.97,87.13,6.38,98.38,1.92,2.84,0.53,2.31,284.4
2020,8,28,4.39,5.4,0.54,8.28,0.25,0.87,15.51,9.9,12.7,15.79,7.75,72.25,0.18,99.07,2.26,3.03,1.4,1.63,346.9
2020,8,29,1.37,4.88,0.17,8.63,0.1,0.35,14.83,13.02,13.92,14.62,9.63,88.91,7.81,99.08,2.89,4.88,1.78,3.1,156.8
2020,8,30,1.42,4.94,0.18,8.77,0.1,0.41,15.69,14.06,14.87,15.53,10.13,90.41,12.88,99.23,2.18,3.78,0.62,3.16,32.7
2020,8,31,1.21,4.9,0.15,8.93,0.08,0.36,14.39,12.98,13.69,14.62,9.47,91.21,19.24,98.99,2.55,4.85,0.39,4.46,323.6
2020,9,1,2.38,5.12,0.31,8.35,0.15,0.62,12.82,10.66,11.74,12.9,8.03,86.51,0.74,99.84,2.98,4.4,1.85,2.55,45.9
2020,9,2,1.78,4.61,0.23,8.93,0.12,0.48,15.72,13.93,14.82,15.52,10.05,89.4,3.08,99.71,3.43,4.66,1.53,3.13,91.5
2020,9,3,4.92,5.22,0.64,7.81,0.26,0.95,15.92,11.51,13.72,16.12,8.52,77.33,0.25,100.03,2.94,3.91,2.06,1.85,231.6
2020,9,4,4.27,5.16,0.57,8.26,0.24,0.88,15.74,11.7,13.72,15.93,8.59,78.35,0.15,100.14,2.46,3.57,1.85,1.72,238.4
2020,9,5,3.95,4.78,0.53,8.57,0.22,0.86,16.83,13.19,15.01,16.96,9.52,80.82,2.88,99.79,2.79,4.14,1.67,2.47,215.0
2020,9,6,3.36,4.83,0.46,8.37,0.2,0.79,15.5,12.18,13.84,15.66,8.94,82.35,10.18,99.64,2.71,4.12,1.29,2.83,282.9
2020,9,7,2.3,4.54,0.31,7.72,0.14,0.52,12.06,10.12,11.09,11.84,7.72,88.19,0.4,100.08,2.38,3.59,1.21,2.38,248.0
2020,9,8,1.86,4.65,0.26,8.06,0.12,0.38,12.47,9.66,11.07,12.47,7.51,83.79,1.09,100.05,5.04,6.75,2.32,4.43,251.5
2020,9,9,3.99,4.79,0.56,8.17,0.23,0.83,15.3,11.41,13.35,15.42,8.44,79.07,0.14,99.79,4.6,5.78,3.2,2.58,261.1
2020,9,10,4.04,4.91,0.57,7.91,0.22,0.83,14.57,10.09,12.32,14.64,7.88,76.46,2.19,99.32,5.54,7.76,2.6,5.16,272.6
2020,9,11,3.69,4.5,0.53,7.23,0.19,0.67,11.69,7.59,9.64,11.87,6.51,77.3,0.04,100.14,2.58,3.69,1.89,1.8,250.3
2020,9,12,3.88,4.04,0.56,7.64,0.19,0.62,13.67,8.45,11.06,13.68,6.93,72.48,0.0,100.16,3.3,5.01,2.14,2.87,212.1
2020,9,13,3.48,4.36,0.51,7.79,0.19,0.71,14.38,9.97,12.18,14.34,7.68,76.61,0.06,100.2,4.26,6.16,2.55,3.61,272.4
2020,9,14,1.52,4.29,0.23,8.67,0.09,0.32,15.4,12.39,13.9,15.49,9.07,82.3,0.37,100.57,4.3,5.91,2.39,3.52,272.8
2020,9,15,4.11,4.26,0.62,7.95,0.21,0.69,15.91,12.4,14.15,15.35,8.95,80.47,0.12,100.69,2.65,4.05,0.9,3.15,274.5
2020,9,16,4.13,4.35,0.63,8.1,0.22,0.83,18.67,13.97,16.32,18.5,10.0,76.32,0.04,99.92,3.52,5.42,2.39,3.03,209.6
2020,9,17,2.64,4.53,0.41,8.35,0.16,0.66,13.68,8.63,11.16,13.84,7.32,72.96,3.15,99.61,6.53,8.76,2.98,5.78,308.3
2020,9,18,3.87,4.41,0.61,7.26,0.2,0.75,11.17,5.22,8.2,11.3,5.51,68.27,0.21,100.29,5.54,7.32,2.71,4.61,316.1
2020,9,19,3.29,4.21,0.53,7.42,0.18,0.66,12.19,9.17,10.68,12.45,7.27,83.46,0.07,100.39,3.27,4.46,2.18,2.28,298.1
2020,9,20,4.22,4.31,0.68,6.64,0.21,0.67,11.17,5.79,8.48,10.62,5.74,72.5,0.0,100.49,1.35,2.47,0.37,2.1,347.6
2020,9,21,3.91,3.98,0.64,7.07,0.19,0.61,12.83,8.36,10.6,12.66,6.89,76.57,0.0,100.2,2.98,4.16,1.93,2.23,234.5
2020,9,22,4.06,4.06,0.68,7.29,0.2,0.65,14.12,8.52,11.32,13.78,7.01,71.57,0.01,99.79,2.97,4.35,2.17,2.18,225.5
2020,9,23,3.8,3.85,0.64,7.64,0.19,0.64,15.61,10.42,13.02,15.4,7.98,73.36,0.01,99.34,3.15,4.42,2.24,2.18,181.5
2020,9,24,3.51,3.61,0.6,8.11,0.18,0.59,15.99,10.62,13.3,15.96,8.12,72.35,0.03,99.11,3.52,5.0,2.81,2.19,164.6
2020,9,25,3.51,3.6,0.61,8.16,0.18,0.55,17.3,11.54,14.42,17.3,8.66,70.1,0.32,98.85,4.09,5.58,2.58,3.0,146.8
2020,9,26,3.29,3.51,0.58,8.2,0.18,0.57,18.82,11.73,15.27,18.64,8.75,64.43,0.0,98.55,6.37,8.45,4.48,3.97,121.9
2020,9,27,2.85,3.34,0.51,8.4,0.16,0.52,16.1,11.31,13.71,16.09,8.52,74.96,3.64,98.88,6.05,8.08,3.35,4.73,106.6
2020,9,28,2.52,3.54,0.46,7.71,0.14,0.45,11.35,7.62,9.48,11.18,6.56,79.42,0.14,99.82,2.74,3.93,1.34,2.59,214.1
2020,9,29,2.9,3.56,0.54,7.32,0.16,0.5,11.86,7.45,9.66,11.86,6.47,76.72,0.0,99.9,3.38,4.71,2.36,2.35,89.9
2020,9,30,2.07,3.03,0.39,7.92,0.12,0.39,12.44,10.02,11.23,12.42,7.73,86.03,1.7,99.53,4.18,5.38,3.03,2.35,58.1
2020,10,1,2.21,2.97,0.42,8.02,0.12,0.4,13.35,8.97,11.16,13.33,7.21,76.49,0.05,99.34,5.08,7.0,3.55,3.45,97.7
2020,10,2,1.66,2.92,0.32,8.16,0.1,0.31,12.34,9.32,10.83,12.3,7.38,82.46,1.45,99.58,4.69,5.8,4.11,1.69,111.3
2020,10,3,0.83,2.91,0.16,8.69,0.06,0.17,12.74,10.95,11.84,12.67,8.21,89.32,3.74,99.62,5.9,7.44,4.13,3.31,129.2
2020,10,4,2.54,2.8,0.51,8.43,0.14,0.4,16.2,13.13,14.66,16.05,9.54,83.26,0.41,99.13,6.94,8.64,3.45,5.19,148.1
2020,10,5,0.69,2.99,0.14,8.65,0.05,0.15,14.51,13.42,13.97,14.33,9.7,92.28,3.2,99.46,4.56,6.24,2.54,3.7,146.7
2020,10,6,2.19,3.05,0.46,7.68,0.12,0.36,13.56,10.16,11.86,13.35,7.92,81.32,0.78,99.15,4.32,6.58,2.5,4.08,189.6
2020,10,7,2.41,3.02,0.51,7.5,0.13,0.35,12.84,9.97,11.4,12.63,7.73,82.85,0.21,99.29,2.77,3.82,2.08,1.74,175.2
2020,10,8,1.33,2.72,0.29,7.93,0.08,0.23,11.42,9.42,10.42,10.79,7.39,87.72,0.7,99.86,1.59,2.59,0.53,2.06,253.0
2020,10,9,1.47,2.84,0.32,8.03,0.09,0.27,10.48,8.64,9.56,10.46,7.02,89.23,0.84,99.92,3.1,5.31,1.82,3.49,219.9
2020,10,10,1.38,2.65,0.31,7.98,0.09,0.24,11.04,9.55,10.29,10.71,7.46,90.78,2.65,100.05,2.05,2.83,0.55,2.28,174.1
2020,10,11,0.71,2.44,0.16,8.23,0.05,0.12,11.72,10.8,11.26,11.72,8.11,94.18,6.78,99.75,1.52,2.27,0.86,1.41,311.7
2020,10,12,1.24,2.46,0.29,7.93,0.07,0.17,9.58,8.2,8.89,9.66,6.82,91.45,7.22,99.69,2.39,3.4,1.36,2.04,339.7
2020,10,13,0.51,2.29,0.12,8.03,0.04,0.08,7.45,6.73,7.09,7.45,6.2,95.26,21.81,99.34,4.85,6.41,1.28,5.13,21.3
2020,10,14,0.39,2.31,0.09,7.98,0.03,0.08,8.82,7.85,8.33,8.43,6.79,93.77,10.56,98.88,4.48,6.97,2.33,4.64,83.1
2020,10,15,1.57,2.52,0.38,7.44,0.09,0.21,6.24,5.03,5.64,5.96,5.5,91.83,0.8,99.31,1.57,2.48,0.25,2.23,142.5
2020,10,16,1.02,2.59,0.25,7.56,0.07,0.17,5.1,3.53,4.32,5.03,4.93,90.07,0.18,99.82,2.78,3.85,1.93,1.92,29.6
2020,10,17,1.08,2.47,0.27,7.55,0.07,0.17,4.11,1.68,2.89,4.31,4.31,85.3,0.15,99.76,2.93,4.16,1.45,2.71,59.1
2020,10,18,1.25,2.2,0.32,6.78,0.07,0.16,3.62,2.5,3.06,3.63,4.64,92.66,2.41,98.85,4.39,7.04,1.55,5.49,255.6
2020,10,19,1.99,2.5,0.52,6.54,0.1,0.21,4.11,1.58,2.85,4.11,4.29,84.96,0.19,99.62,5.27,7.2,4.05,3.15,256.6
2020,10,20,1.74,2.33,0.47,6.63,0.09,0.18,4.9,2.99,3.94,4.91,4.71,88.52,0.1,100.31,3.39,4.28,1.61,2.67,252.4
2020,10,21,0.83,2.01,0.23,7.49,0.05,0.11,6.69,5.76,6.22,6.69,5.79,93.81,2.68,99.62,3.5,4.69,1.86,2.83,193.8
2020,10,22,1.34,1.98,0.37,7.82,0.07,0.15,10.64,8.97,9.8,10.41,7.23,89.72,2.01,99.19,5.5,8.19,3.64,4.55,231.2
2020,10,23,1.29,1.99,0.37,7.64,0.07,0.15,10.75,9.24,10.0,10.48,7.36,90.1,0.35,99.14,4.38,6.72,2.24,4.48,249.2
2020,10,24,0.76,1.77,0.22,7.73,0.05,0.1,8.52,7.82,8.17,8.13,6.67,94.25,5.8,99.19,2.16,4.14,0.3,3.84,261.3
2020,10,25,1.29,1.86,0.38,7.5,0.07,0.13,8.96,8.51,8.73,8.72,6.96,96.21,0.35,99.7,2.8,4.36,1.97,2.39,219.7
2020,10,26,0.59,1.82,0.18,8.03,0.04,0.08,9.43,8.32,8.88,9.4,6.9,92.76,0.29,99.51,4.83,5.99,3.64,2.35,152.1
2020,10,27,0.54,1.51,0.17,8.18,0.03,0.07,11.04,10.08,10.56,10.82,7.76,93.82,0.56,99.42,4.82,5.74,3.72,2.02,169.7
2020,10,28,0.46,1.63,0.15,8.07,0.03,0.06,10.42,9.43,9.93,10.4,7.41,93.59,1.85,99.64,3.55,4.12,2.45,1.67,194.0
2020,10,29,0.52,1.55,0.17,7.71,0.03,0.06,9.2,8.68,8.94,9.03,7.06,96.38,2.15,99.41,2.6,3.47,1.84,1.63,200.7
2020,10,30,0.58,1.82,0.19,7.74,0.04,0.06,7.05,6.41,6.73,6.95,6.03,95.55,2.63,99.54,2.29,3.4,1.26,2.14,253.0
2020,10,31,0.7,1.62,0.23,7.7,0.04,0.06,6.39,5.68,6.04,6.47,5.69,95.06,1.08,100.29,1.77,2.78,0.91,1.87,31.2
2020,11,1,0.63,1.28,0.22,7.27,0.03,0.05,6.61,5.1,5.86,6.69,5.46,90.44,0.21,100.39,1.82,2.7,1.42,1.28,81.4
2020,11,2,0.92,1.53,0.32,7.09,0.05,0.09,5.56,4.15,4.86,5.54,5.14,90.73,0.6,99.82,3.54,4.92,1.64,3.28,167.2
2020,11,3,0.52,1.27,0.18,7.53,0.03,0.04,7.68,7.3,7.49,7.57,6.42,96.64,2.74,100.01,3.1,4.94,1.41,3.53,189.5
2020,11,4,0.39,1.36,0.14,7.33,0.03,0.04,5.95,5.66,5.8,6.05,5.67,97.77,2.84,100.67,1.81,3.6,0.49,3.11,237.6
2020,11,5,0.7,1.53,0.26,7.18,0.04,0.06,5.15,4.7,4.93,5.09,5.29,96.81,1.31,100.71,5.17,6.3,3.49,2.81,251.7
2020,11,6,0.81,1.54,0.31,7.36,0.05,0.07,8.11,7.55,7.83,7.89,6.47,95.6,0.77,100.44,4.53,5.72,3.13,2.59,281.2
2020,11,7,0.68,1.57,0.26,7.49,0.04,0.07,7.3,6.79,7.04,7.33,6.1,96.46,0.53,100.89,3.68,4.27,3.24,1.03,257.1
2020,11,8,0.64,1.36,0.26,7.15,0.04,0.05,6.59,6.04,6.31,6.49,5.82,96.24,0.68,100.54,3.23,4.23,1.75,2.48,278.5
2020,11,9,1.25,1.5,0.51,6.1,0.06,0.08,2.59,1.0,1.8,1.96,4.07,89.59,0.13,101.16,1.69,2.31,1.02,1.29,325.7
2020,11,10,0.96,1.44,0.4,6.49,0.05,0.07,2.15,2.31,2.23,1.78,4.45,98.22,0.66,101.45,1.4,2.54,0.38,2.16,279.7
2020,11,11,0.87,1.37,0.37,6.82,0.04,0.06,2.72,1.79,2.25,2.57,4.28,93.68,0.4,101.4,1.72,2.63,0.65,1.98,160.7
2020,11,12,0.34,1.16,0.15,7.14,0.02,0.03,1.45,0.23,0.84,1.4,3.83,91.56,0.33,100.99,3.24,3.94,2.62,1.32,143.9
2020,11,13,0.26,1.13,0.11,6.93,0.02,0.02,1.22,0.83,1.03,1.18,4.02,97.11,1.4,100.64,3.3,4.08,2.61,1.47,143.8
2020,11,14,0.34,1.1,0.15,7.32,0.02,0.03,1.21,0.84,1.02,1.22,4.04,97.38,2.61,100.27,1.32,2.46,0.74,1.72,129.1
2020,11,15,0.39,1.1,0.18,7.25,0.02,0.03,2.91,2.28,2.6,2.73,4.49,95.77,0.81,100.29,3.22,4.72,1.59,3.13,138.5
2020,11,16,0.42,1.0,0.2,7.33,0.02,0.03,3.2,2.35,2.78,3.13,4.51,94.13,1.21,100.15,5.57,6.26,4.66,1.6,144.3
2020,11,17,0.33,0.98,0.16,7.32,0.02,0.03,3.84,3.45,3.64,3.77,4.88,97.34,4.72,100.41,4.08,5.78,3.51,2.27,171.8
2020,11,18,0.29,0.98,0.14,7.61,0.02,0.03,6.08,5.78,5.93,5.93,5.72,97.89,4.47,100.55,5.07,6.0,3.86,2.14,206.6
2020,11,19,0.68,1.03,0.34,7.02,0.04,0.05,6.27,5.49,5.89,6.11,5.66,94.7,0.65,99.5,6.59,8.46,4.79,3.67,202.6
2020,11,20,0.99,1.23,0.5,6.31,0.04,0.05,2.12,0.16,1.14,1.73,3.9,87.14,0.48,99.88,4.19,6.25,2.68,3.57,268.0
2020,11,21,0.87,1.17,0.45,6.14,0.04,0.04,-0.44,-1.2,-0.82,-0.49,3.45,94.28,0.37,100.9,3.49,7.1,2.02,5.08,238.1
2020,11,22,0.26,0.92,0.14,7.24,0.02,0.01,1.15,0.35,0.75,0.99,3.94,94.3,7.74,99.61,6.18,7.89,5.18,2.71,230.1
2020,11,23,0.29,1.01,0.15,7.2,0.02,0.02,3.23,2.77,3.0,2.97,4.68,96.69,1.5,99.43,5.87,6.66,5.14,1.52,251.1
2020,11,24,0.44,0.97,0.24,6.87,0.02,0.02,3.25,2.82,3.04,2.97,4.68,96.87,2.76,99.88,4.97,5.83,3.94,1.89,269.8
2020,11,25,0.41,0.89,0.23,7.05,0.02,0.02,4.57,4.31,4.44,4.39,5.2,98.14,1.95,100.01,3.92,5.18,2.84,2.34,266.6
2020,11,26,0.38,0.92,0.22,6.56,0.02,0.02,-0.46,-1.23,-0.85,-0.43,3.49,94.99,0.43,99.82,3.78,4.75,2.98,1.77,222.6
2020,11,27,0.51,0.98,0.3,7.24,0.03,0.02,1.45,1.06,1.25,1.28,4.16,97.27,4.98,99.33,4.03,4.88,2.34,2.54,279.7
2020,11,28,0.29,0.95,0.17,6.93,0.02,0.02,-1.24,-1.68,-1.46,-1.46,3.37,97.55,2.77,99.92,3.03,3.89,2.04,1.85,8.6
2020,11,29,0.47,0.92,0.28,6.95,0.02,0.02,-1.47,-2.1,-1.79,-1.61,3.25,96.51,2.64,100.15,3.54,4.21,2.45,1.76,13.0
2020,11,30,0.28,0.88,0.17,6.97,0.02,0.01,-2.06,-2.71,-2.38,-2.32,3.1,96.85,1.38,100.19,2.77,3.78,1.9,1.88,244.7
2020,12,1,0.65,0.95,0.41,6.02,0.03,0.03,-4.1,-4.88,-4.5,-4.72,2.61,96.18,0.1,100.79,3.15,3.78,2.35,1.43,180.2
2020,12,2,0.56,0.93,0.36,5.83,0.03,0.02,-4.2,-5.4,-4.8,-4.9,2.49,93.34,0.19,100.98,2.8,3.79,2.11,1.68,114.1
2020,12,3,0.19,0.92,0.12,6.71,0.01,0.01,-2.28,-3.43,-2.86,-2.56,2.94,93.37,0.27,100.2,4.39,6.53,2.42,4.11,148.3
2020,12,4,0.11,0.75,0.07,6.73,0.01,0.01,-0.45,-1.36,-0.91,-0.6,3.47,93.91,0.54,99.68,7.13,7.53,6.54,0.99,149.6
2020,12,5,0.23,0.7,0.15,6.84,0.01,0.01,1.42,0.95,1.18,1.16,4.08,96.61,0.55,100.04,7.14,7.45,6.92,0.53,150.4
2020,12,6,0.2,0.8,0.14,6.41,0.01,0.01,-0.98,-2.79,-1.88,-1.19,3.12,87.98,0.31,100.61,7.38,8.01,6.93,1.08,145.9
2020,12,7,0.89,0.9,0.6,5.08,0.03,0.03,-6.59,-9.52,-8.06,-6.77,1.76,81.45,0.0,100.67,7.76,8.19,7.3,0.89,137.9
2020,12,8,0.63,0.82,0.43,5.83,0.03,0.03,-6.93,-9.53,-8.23,-6.96,1.76,83.64,0.11,100.64,6.81,7.34,5.59,1.75,136.4
2020,12,9,0.7,0.79,0.49,5.95,0.03,0.03,-6.43,-8.65,-7.54,-6.5,1.9,86.65,0.21,100.65,5.0,5.9,4.33,1.57,128.1
2020,12,10,0.61,0.76,0.43,6.49,0.03,0.03,-4.43,-6.57,-5.5,-4.45,2.28,86.93,1.47,100.11,5.5,6.27,4.62,1.65,123.4
2020,12,11,0.24,0.73,0.17,6.73,0.01,0.01,-1.21,-1.91,-1.56,-1.36,3.35,95.88,2.31,99.58,4.49,5.39,3.55,1.84,130.1
2020,12,12,0.27,0.7,0.19,6.58,0.01,0.01,-4.0,-5.89,-4.94,-4.05,2.44,88.59,0.29,99.6,5.63,6.77,4.07,2.7,127.1
2020,12,13,0.22,0.77,0.15,6.49,0.01,0.01,-4.17,-5.56,-4.87,-4.34,2.49,92.23,0.82,99.76,2.99,4.01,1.46,2.55,133.7
2020,12,14,0.33,0.72,0.24,6.73,0.02,0.02,-3.37,-3.64,-3.5,-3.91,2.89,98.44,0.65,99.99,1.57,1.93,1.33,0.6,218.8
2020,12,15,0.21,0.78,0.15,6.42,0.01,0.01,-3.16,-3.74,-3.45,-3.55,2.86,96.53,0.18,100.3,2.73,4.37,1.02,3.35,178.1
2020,12,16,0.21,0.64,0.15,6.87,0.01,0.01,-0.65,-1.17,-0.91,-0.77,3.5,96.79,2.14,100.08,4.04,4.77,2.66,2.11,205.9
2020,12,17,0.29,0.81,0.21,6.66,0.02,0.02,0.2,0.13,0.17,-0.05,3.82,99.34,0.51,100.67,2.54,3.38,2.01,1.37,234.6
2020,12,18,0.2,0.6,0.15,6.97,0.01,0.01,0.26,0.04,0.15,0.0,3.8,98.36,3.82,100.44,3.44,4.52,2.64,1.88,219.1
2020,12,19,0.32,0.74,0.24,6.89,0.02,0.01,-0.26,-0.53,-0.39,-0.39,3.64,98.3,0.39,100.71,2.67,3.11,1.7,1.41,232.3
2020,12,20,0.15,0.79,0.11,6.42,0.01,0.01,-1.81,-2.2,-2.01,-2.06,3.2,98.1,0.24,100.97,3.14,3.87,2.52,1.35,193.5
2020,12,21,0.23,0.74,0.17,6.34,0.01,0.01,-2.37,-3.15,-2.76,-2.58,2.98,96.1,0.41,100.87,4.57,5.23,3.63,1.6,183.2
2020,12,22,0.25,0.71,0.19,6.47,0.01,0.01,-1.36,-2.1,-1.73,-1.52,3.26,95.59,5.05,99.96,5.86,7.53,4.64,2.89,168.9
2020,12,23,0.39,0.64,0.28,6.55,0.02,0.02,0.18,-0.02,0.08,-0.18,3.84,98.48,3.48,99.15,3.7,6.87,2.53,4.34,241.2
2020,12,24,0.23,0.63,0.17,6.75,0.01,0.01,-0.67,-1.05,-0.86,-0.91,3.59,97.97,3.07,98.54,4.19,5.85,2.71,3.14,176.5
2020,12,25,0.32,0.76,0.23,6.56,0.02,0.02,-1.13,-1.49,-1.31,-1.41,3.48,98.32,1.04,98.42,4.14,5.47,3.04,2.43,285.2
2020,12,26,0.36,0.72,0.26,6.63,0.02,0.01,-2.52,-2.91,-2.72,-2.89,3.09,98.99,0.86,99.23,3.39,3.98,2.84,1.14,269.6
2020,12,27,0.62,0.82,0.45,5.8,0.03,0.02,-4.86,-5.53,-5.19,-5.22,2.5,97.88,0.11,99.74,4.87,6.59,3.09,3.5,175.7
2020,12,28,0.28,0.72,0.2,6.37,0.02,0.01,-2.95,-3.87,-3.41,-3.15,2.91,95.18,1.65,98.79,8.1,9.21,6.66,2.55,136.2
2020,12,29,0.12,0.71,0.08,6.76,0.01,0.01,0.94,0.33,0.64,0.52,3.98,95.61,2.22,98.03,7.43,8.4,6.62,1.78,146.6
