-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2022 in LST
Location: latitude  56.9474   longitude 24.1069 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 42.62 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN               MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE             MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M
2019,2,19,1.36,1.91,0.41,6.85,0.08,0.13,1.0,0.43,0.71,0.46,3.93,95.92,0.79,100.14,7.3,8.15,6.57,1.58,207.5
2019,2,20,0.65,2.22,0.19,7.27,0.05,0.05,0.36,-1.85,-0.75,-0.38,3.41,85.54,1.65,99.78,9.75,12.81,7.72,5.09,292.9
2019,2,21,2.36,2.5,0.69,5.18,0.11,0.14,-5.3,-9.05,-7.17,-5.23,1.84,76.71,0.01,101.51,6.06,9.29,4.67,4.62,5.8
2019,2,22,2.39,2.59,0.68,5.3,0.11,0.12,-8.07,-11.33,-9.7,-8.65,1.51,81.16,0.0,103.25,4.95,6.83,1.65,5.18,17.6
2019,2,23,0.85,2.3,0.24,6.37,0.07,0.12,-3.22,-5.05,-4.14,-3.63,2.6,88.74,1.17,103.12,6.53,8.41,3.24,5.17,257.0
2019,2,24,1.1,2.2,0.3,6.78,0.08,0.15,0.85,0.44,0.64,0.33,3.86,97.23,0.44,102.2,5.51,7.22,4.1,3.12,267.9
2019,2,25,2.43,2.59,0.65,5.86,0.13,0.23,1.24,0.35,0.8,0.92,3.84,93.93,0.15,101.64,7.54,8.96,6.27,2.69,297.4
2019,2,26,1.06,2.64,0.28,6.92,0.08,0.15,1.38,0.77,1.08,0.89,3.97,95.73,0.38,101.4,6.21,8.36,3.43,4.93,333.0
2019,2,27,1.4,2.28,0.36,6.81,0.09,0.2,1.14,0.33,0.73,0.71,3.88,94.76,0.23,100.86,4.63,6.54,2.09,4.45,255.4
2019,2,28,1.93,2.71,0.48,6.88,0.12,0.19,1.54,0.22,0.88,1.24,3.92,91.07,1.57,98.83,7.86,11.97,4.07,7.9,307.3
2019,3,1,1.46,2.94,0.36,6.25,0.1,0.15,-3.73,-7.99,-5.86,-3.23,2.04,73.05,0.09,99.99,6.49,9.21,3.55,5.66,2.1
2019,3,2,1.58,2.88,0.38,6.37,0.1,0.15,-1.48,-4.39,-2.94,-1.41,2.78,81.27,0.55,100.28,7.76,11.06,3.03,8.03,252.0
2019,3,3,0.88,2.53,0.21,7.15,0.07,0.14,0.94,0.43,0.69,0.61,3.96,96.25,8.07,99.22,7.05,9.88,4.85,5.03,240.3
2019,3,4,1.24,2.74,0.29,7.15,0.09,0.17,1.96,1.62,1.79,1.31,4.36,97.54,4.48,98.31,5.28,7.93,3.01,4.92,229.4
2019,3,5,0.74,2.93,0.17,7.35,0.06,0.1,1.02,-0.28,0.37,0.59,3.92,91.25,3.21,97.92,7.8,10.3,5.59,4.71,278.7
2019,3,6,3.13,3.28,0.7,5.28,0.16,0.25,-3.85,-8.62,-6.24,-2.8,1.93,70.68,0.0,100.57,3.73,6.33,1.23,5.1,196.4
2019,3,7,1.22,2.88,0.27,6.62,0.09,0.16,0.62,-0.8,-0.09,0.18,3.66,90.54,6.14,99.71,8.17,9.76,5.67,4.09,168.5
2019,3,8,2.23,3.0,0.48,7.05,0.13,0.25,3.78,2.22,3.0,3.05,4.54,89.91,2.51,98.85,9.24,13.68,6.55,7.13,214.0
2019,3,9,1.82,3.12,0.38,6.84,0.11,0.19,2.44,-0.43,1.0,2.01,3.74,82.02,1.71,99.09,9.55,13.12,6.19,6.93,230.7
2019,3,10,1.35,3.36,0.28,7.19,0.1,0.17,1.38,0.23,0.8,1.09,3.95,92.25,3.37,98.44,6.4,9.04,2.19,6.85,247.0
2019,3,11,2.45,3.46,0.5,6.43,0.15,0.25,-1.81,-4.51,-3.16,-1.43,2.73,83.03,1.05,99.11,6.39,9.06,3.56,5.5,286.2
2019,3,12,1.65,3.54,0.33,6.66,0.11,0.17,-1.94,-4.55,-3.25,-1.59,2.69,83.33,2.23,100.16,6.85,8.27,3.39,4.88,296.4
2019,3,13,2.31,3.11,0.45,6.13,0.13,0.22,-0.89,-2.56,-1.72,-0.92,3.2,89.7,1.42,100.08,5.54,7.82,2.85,4.97,169.1
2019,3,14,2.11,3.2,0.41,7.04,0.13,0.22,1.72,0.61,1.16,1.31,4.02,92.71,1.73,99.34,6.83,8.21,5.06,3.15,167.3
2019,3,15,1.64,3.12,0.31,7.19,0.11,0.19,2.44,1.1,1.77,2.1,4.18,91.39,4.04,99.0,6.2,7.27,4.97,2.3,168.4
2019,3,16,1.08,3.25,0.2,7.16,0.08,0.16,1.99,1.29,1.64,1.74,4.25,95.2,2.67,98.6,3.95,5.73,0.84,4.89,233.8
2019,3,17,1.48,3.4,0.27,6.84,0.1,0.23,1.94,1.16,1.55,1.58,4.2,94.86,2.18,99.48,6.53,8.88,2.92,5.96,173.1
2019,3,18,1.72,3.68,0.31,7.26,0.12,0.26,3.7,1.92,2.81,3.04,4.4,88.79,0.81,99.7,6.77,8.82,5.01,3.81,204.8
2019,3,19,1.89,3.84,0.34,7.33,0.13,0.24,2.04,0.55,1.3,1.81,3.94,90.06,2.0,100.72,6.77,7.41,5.76,1.65,249.1
2019,3,20,3.04,4.0,0.53,6.87,0.18,0.42,2.27,-0.57,0.85,2.14,3.6,83.31,2.22,101.69,6.63,9.9,3.85,6.05,252.3
2019,3,21,2.29,3.96,0.39,7.02,0.16,0.42,3.05,2.24,2.65,2.79,4.43,94.57,6.46,101.51,6.2,8.24,4.2,4.04,248.5
2019,3,22,4.49,4.54,0.76,5.97,0.24,0.66,2.34,-0.92,0.71,2.05,3.52,80.7,0.05,102.1,7.36,10.37,2.94,7.43,323.8
2019,3,23,3.82,4.12,0.63,6.45,0.21,0.58,3.08,0.47,1.77,2.4,3.96,84.68,0.52,101.7,6.14,8.87,1.52,7.35,223.4
2019,3,24,4.34,4.55,0.71,5.8,0.23,0.52,2.91,-0.85,1.03,2.75,3.56,78.57,0.02,100.97,6.75,8.33,4.47,3.86,277.8
2019,3,25,2.22,4.17,0.36,6.95,0.14,0.27,1.5,0.21,0.86,1.54,3.86,91.55,0.97,100.26,4.75,6.27,3.95,2.32,274.0
2019,3,26,1.91,4.56,0.3,6.42,0.14,0.26,0.11,-2.01,-0.95,0.12,3.27,86.62,0.7,100.47,4.47,6.06,0.71,5.35,303.5
2019,3,27,3.37,4.43,0.53,6.06,0.19,0.35,0.45,-1.66,-0.6,0.4,3.33,86.54,0.22,101.51,3.18,4.35,1.62,2.73,284.4
2019,3,28,3.1,4.58,0.48,6.78,0.19,0.62,3.32,0.98,2.15,3.37,4.02,85.53,0.15,101.99,4.51,7.39,2.51,4.88,256.7
2019,3,29,2.64,4.56,0.4,6.89,0.17,0.51,4.97,2.99,3.98,4.75,4.67,88.06,0.27,101.29,7.2,8.86,6.03,2.83,256.0
2019,3,30,4.13,4.61,0.62,6.28,0.23,0.71,5.83,3.21,4.52,5.59,4.76,84.7,0.06,100.87,6.86,7.89,5.98,1.91,253.3
2019,3,31,2.44,4.68,0.36,6.9,0.16,0.49,3.82,1.5,2.66,3.76,4.26,85.79,0.54,100.51,7.8,9.44,5.55,3.89,273.4
2019,4,1,5.15,5.21,0.75,5.44,0.27,0.61,1.96,-1.48,0.24,1.98,3.35,80.33,0.01,102.08,5.26,7.23,2.13,5.1,305.1
2019,4,2,5.18,5.3,0.75,5.5,0.27,0.72,2.53,-2.54,-0.01,2.44,3.08,72.79,0.0,102.38,3.56,5.69,2.07,3.62,175.8
2019,4,3,5.22,5.25,0.74,5.68,0.28,0.75,4.69,-0.8,1.95,4.28,3.54,70.14,0.0,101.8,6.66,8.42,5.45,2.97,153.2
2019,4,4,5.23,5.23,0.73,5.73,0.27,0.72,5.26,0.16,2.71,4.79,3.8,73.01,0.0,101.37,5.88,7.66,4.49,3.17,148.4
2019,4,5,4.96,5.05,0.69,5.83,0.25,0.62,5.46,0.31,2.88,5.12,3.85,72.84,0.0,101.43,5.05,5.79,4.1,1.69,130.9
2019,4,6,5.05,5.07,0.69,5.86,0.26,0.64,5.74,-0.03,2.85,5.26,3.76,69.38,0.0,101.55,5.08,6.49,3.55,2.94,125.4
2019,4,7,3.17,4.75,0.43,7.28,0.18,0.42,6.78,3.01,4.9,6.24,4.73,78.14,0.08,100.66,4.68,6.52,2.59,3.93,153.7
2019,4,8,2.99,4.94,0.4,7.23,0.18,0.42,4.08,1.11,2.6,4.79,4.13,82.28,0.22,100.43,4.7,8.1,2.03,6.07,284.0
2019,4,9,1.61,5.46,0.21,7.5,0.13,0.33,1.81,-0.88,0.46,2.28,3.55,83.09,1.04,100.49,7.2,8.9,5.7,3.2,271.7
2019,4,10,2.56,5.41,0.33,7.44,0.18,0.46,1.49,-0.88,0.3,2.23,3.54,85.13,1.07,101.05,4.13,5.71,2.88,2.83,317.5
2019,4,11,2.29,5.65,0.3,7.27,0.16,0.44,0.18,-3.21,-1.51,1.02,2.94,79.69,0.2,101.85,4.01,5.62,2.74,2.88,4.5
2019,4,12,2.31,5.69,0.29,6.77,0.16,0.42,-0.02,-3.8,-1.91,0.61,2.79,77.71,0.1,102.33,3.83,5.18,2.54,2.64,45.0
2019,4,13,5.77,5.84,0.73,5.52,0.3,0.72,1.82,-2.02,-0.1,2.26,3.2,78.36,0.01,102.49,4.47,5.81,2.45,3.36,50.9
2019,4,14,5.64,5.89,0.7,5.74,0.3,0.8,3.11,-1.21,0.95,3.54,3.4,75.63,0.0,102.68,5.17,6.63,3.55,3.08,50.1
2019,4,15,4.47,5.87,0.55,6.43,0.26,0.71,3.55,-1.38,1.09,3.77,3.36,73.24,0.0,102.63,5.0,6.78,3.17,3.61,62.5
2019,4,16,5.85,5.89,0.72,6.53,0.32,0.97,6.55,1.66,4.11,6.44,4.23,74.06,0.0,102.55,4.26,5.6,3.15,2.45,63.5
2019,4,17,6.14,6.15,0.74,6.23,0.33,1.08,8.09,3.61,5.85,7.6,4.81,75.52,0.0,102.66,3.43,4.4,2.53,1.87,75.0
2019,4,18,6.05,6.19,0.72,6.39,0.33,1.19,8.71,4.15,6.43,7.71,5.0,75.37,0.0,102.82,3.1,5.15,0.2,4.95,7.9
2019,4,19,6.01,6.15,0.71,6.36,0.32,1.05,8.71,3.87,6.29,8.34,4.9,74.88,0.0,102.79,2.86,4.64,0.22,4.42,359.1
2019,4,20,5.02,5.79,0.59,7.12,0.28,0.9,7.75,4.33,6.04,7.99,5.08,80.41,0.01,102.26,4.6,5.82,3.69,2.13,350.5
2019,4,21,4.09,5.82,0.48,7.21,0.23,0.68,7.57,3.77,5.67,7.59,4.91,78.59,0.2,101.89,4.64,6.47,2.91,3.56,83.1
2019,4,22,5.53,6.01,0.64,6.76,0.3,1.0,10.45,5.47,7.96,9.77,5.51,73.48,0.01,102.25,3.78,5.06,2.21,2.85,160.9
2019,4,23,5.89,5.97,0.67,6.57,0.3,0.97,11.31,4.64,7.97,10.46,5.22,67.63,0.0,102.41,3.17,4.09,2.48,1.61,156.1
2019,4,24,5.76,5.87,0.65,6.74,0.29,0.83,11.8,6.14,8.97,10.93,5.8,71.47,0.0,102.07,4.92,6.33,3.92,2.41,143.7
2019,4,25,5.85,6.0,0.65,7.56,0.33,1.11,13.68,8.28,10.98,12.59,6.78,71.73,0.04,101.5,4.65,6.84,2.8,4.04,146.5
2019,4,26,4.71,5.98,0.52,8.22,0.28,0.99,15.74,11.2,13.47,14.65,8.26,76.88,0.19,101.01,3.04,3.9,2.41,1.49,145.1
2019,4,27,5.84,6.11,0.64,7.74,0.33,1.18,16.12,11.35,13.74,15.32,8.38,76.42,0.02,100.47,3.1,5.56,1.72,3.84,77.8
2019,4,28,6.36,6.37,0.69,6.89,0.35,1.19,11.99,6.83,9.41,11.94,6.22,73.23,0.04,101.01,6.87,8.63,5.08,3.55,71.4
2019,4,29,6.73,6.84,0.73,6.17,0.37,1.0,8.62,2.29,5.46,9.04,4.44,67.66,0.0,101.48,5.07,6.08,3.85,2.23,73.0
2019,4,30,6.27,6.7,0.67,6.4,0.35,0.95,8.82,2.05,5.44,8.86,4.39,65.47,0.0,101.15,2.95,4.17,1.85,2.32,75.4
2019,5,1,5.97,6.72,0.64,7.04,0.34,0.96,10.49,3.79,7.14,10.43,5.02,66.53,0.0,100.01,2.55,3.79,0.42,3.37,241.7
2019,5,2,1.58,6.36,0.17,7.84,0.13,0.42,7.27,5.2,6.24,7.23,5.64,86.89,6.3,98.35,7.36,10.53,3.28,7.25,241.5
2019,5,3,4.49,7.06,0.47,6.73,0.28,0.77,3.7,-0.34,1.68,4.47,3.76,75.87,0.93,99.26,6.44,8.4,2.94,5.46,278.5
2019,5,4,4.28,6.37,0.44,6.98,0.25,0.66,4.45,0.59,2.52,4.66,4.0,77.19,1.18,99.92,5.32,8.1,3.15,4.95,213.6
2019,5,5,2.81,6.46,0.29,7.22,0.19,0.5,5.27,0.47,2.87,5.77,3.94,72.95,1.07,100.55,2.16,3.79,0.46,3.33,291.7
2019,5,6,7.13,7.39,0.73,6.18,0.4,1.1,7.49,-0.43,3.53,7.69,3.69,59.58,0.0,100.79,1.62,2.52,0.36,2.16,223.3
2019,5,7,5.57,7.3,0.57,6.9,0.33,0.98,7.12,1.25,4.19,7.6,4.16,68.38,0.01,100.58,4.65,6.57,2.69,3.88,273.8
2019,5,8,6.22,7.33,0.63,6.49,0.35,0.94,6.93,1.92,4.42,7.48,4.33,73.12,0.02,101.07,3.44,4.66,1.24,3.42,239.3
2019,5,9,6.99,7.4,0.7,6.8,0.39,1.18,9.88,3.6,6.74,9.75,4.95,67.45,0.0,100.78,5.49,7.05,3.65,3.4,115.6
2019,5,10,2.84,6.59,0.28,7.94,0.2,0.63,11.12,8.23,9.67,10.88,6.78,83.24,2.17,100.31,3.22,4.18,2.2,1.98,154.3
2019,5,11,2.83,6.67,0.28,7.82,0.2,0.73,10.29,8.95,9.62,9.96,7.13,91.18,2.27,100.48,2.17,4.12,0.15,3.97,178.0
2019,5,12,4.0,7.16,0.39,7.89,0.26,0.96,11.36,6.66,9.01,11.46,6.03,75.33,0.19,101.6,2.04,3.41,0.2,3.21,243.7
2019,5,13,3.29,6.58,0.32,7.85,0.22,0.83,7.76,6.14,6.95,8.07,5.78,89.55,11.51,102.14,6.54,8.76,2.94,5.82,352.9
2019,5,14,2.53,6.77,0.25,8.06,0.19,0.71,7.75,4.9,6.32,7.97,5.28,82.73,0.9,102.31,6.09,7.64,3.74,3.9,6.2
2019,5,15,7.12,7.34,0.69,7.05,0.41,1.43,10.25,4.7,7.48,10.37,5.23,70.78,0.0,102.14,5.48,6.56,4.34,2.22,48.2
2019,5,16,6.67,7.43,0.64,7.2,0.39,1.41,11.67,5.44,8.56,11.38,5.52,68.21,0.0,101.99,5.81,7.28,4.29,2.99,76.5
2019,5,17,4.93,7.14,0.47,8.09,0.32,1.27,12.97,8.58,10.77,12.21,6.93,75.57,1.14,101.63,5.54,7.02,4.11,2.91,98.9
2019,5,18,6.91,7.37,0.66,8.05,0.41,1.65,16.6,11.47,14.03,15.63,8.46,73.05,0.0,101.24,5.08,5.59,4.38,1.21,110.9
2019,5,19,7.31,7.54,0.69,7.75,0.43,1.66,17.57,12.35,14.96,16.57,8.92,73.14,0.0,100.97,4.97,5.9,4.22,1.68,128.2
2019,5,20,5.78,7.28,0.54,8.74,0.37,1.39,17.99,13.37,15.68,17.05,9.54,75.91,1.78,100.83,5.16,6.13,4.05,2.08,139.2
2019,5,21,6.56,7.23,0.61,8.56,0.39,1.4,20.05,15.27,17.66,18.89,10.83,75.6,0.83,100.53,3.71,5.19,2.07,3.12,129.4
2019,5,22,6.24,7.25,0.58,8.52,0.38,1.39,19.5,14.73,17.11,18.34,10.47,75.43,0.7,100.31,1.69,2.67,0.89,1.78,204.0
2019,5,23,5.73,7.21,0.53,8.55,0.36,1.34,17.39,13.12,15.25,17.23,9.42,77.26,0.34,100.29,2.92,4.65,1.15,3.5,317.1
2019,5,24,2.78,7.33,0.26,8.82,0.21,0.82,14.95,10.63,12.79,15.28,8.0,76.62,0.51,100.49,3.19,4.4,0.64,3.76,299.8
2019,5,25,4.58,7.34,0.42,8.3,0.29,1.17,13.55,8.34,10.95,13.7,6.85,71.76,0.14,100.16,5.09,7.01,2.03,4.98,258.5
2019,5,26,2.81,7.71,0.26,8.29,0.22,0.82,11.68,8.35,10.02,12.0,6.87,80.82,2.71,99.96,7.82,10.87,4.07,6.8,233.3
2019,5,27,2.11,6.47,0.19,8.21,0.15,0.52,12.3,10.22,11.25,12.25,7.84,87.33,7.7,99.91,5.86,7.27,4.29,2.98,227.3
2019,5,28,1.97,6.61,0.18,8.47,0.14,0.5,12.89,11.16,12.02,12.81,8.45,89.62,5.78,100.16,3.53,5.34,1.81,3.53,163.5
2019,5,29,3.48,7.21,0.32,8.17,0.25,1.05,11.93,8.08,10.01,12.15,6.85,79.27,10.16,100.61,5.02,7.31,2.21,5.1,311.3
2019,5,30,8.42,8.48,0.76,6.42,0.47,1.65,11.91,4.46,8.18,12.49,5.2,64.32,0.0,101.74,2.14,3.82,0.63,3.19,276.6
2019,5,31,2.84,7.55,0.26,8.06,0.21,0.74,11.06,8.88,9.97,10.72,7.16,86.63,5.85,101.25,4.63,6.89,1.62,5.27,229.0
2019,6,1,7.05,7.98,0.63,7.71,0.42,1.46,12.87,8.19,10.53,12.76,6.73,75.08,0.04,101.35,3.46,6.06,1.35,4.71,219.8
2019,6,2,5.31,8.0,0.47,8.41,0.35,1.31,13.57,10.0,11.78,13.77,7.59,79.92,0.09,101.03,5.78,7.26,2.35,4.91,265.5
2019,6,3,8.17,8.25,0.73,7.2,0.47,1.75,14.44,9.22,11.83,14.64,7.21,73.11,0.01,101.51,2.86,4.73,1.29,3.44,153.3
2019,6,4,8.23,8.25,0.73,7.78,0.48,1.89,18.55,13.63,16.09,17.85,9.71,74.38,0.0,101.27,4.94,6.22,3.16,3.06,174.9
2019,6,5,7.94,8.03,0.7,8.28,0.46,1.79,20.53,14.99,17.76,19.44,10.57,72.58,0.0,101.23,3.28,4.39,1.72,2.67,153.0
2019,6,6,7.0,7.6,0.62,8.89,0.41,1.58,21.18,16.93,19.06,20.07,12.01,77.67,0.38,101.31,3.92,4.7,3.05,1.65,135.3
2019,6,7,6.81,7.77,0.6,9.07,0.42,1.7,21.34,18.32,19.83,20.48,13.05,83.83,1.58,101.24,3.7,4.48,2.43,2.05,148.5
2019,6,8,7.18,7.59,0.63,8.93,0.42,1.7,21.7,18.21,19.96,21.09,12.95,81.68,1.62,101.26,4.28,5.5,2.9,2.6,172.0
2019,6,9,7.52,8.13,0.66,8.19,0.44,1.79,17.69,12.05,14.87,17.79,8.7,71.09,0.59,101.82,4.43,5.89,3.18,2.71,279.9
2019,6,10,7.35,7.99,0.65,7.86,0.43,1.68,17.32,10.88,14.1,17.27,8.03,67.19,0.0,101.85,2.42,3.48,1.45,2.03,222.0
2019,6,11,5.94,7.46,0.52,8.95,0.36,1.61,20.1,16.49,18.29,19.47,11.9,80.1,1.89,101.32,4.3,5.83,2.69,3.14,128.3
2019,6,12,6.57,7.38,0.58,9.13,0.39,1.66,21.49,18.83,20.16,21.28,13.53,85.6,0.87,101.14,4.76,7.28,2.02,5.26,76.7
2019,6,13,6.46,7.47,0.57,9.42,0.39,1.71,22.42,19.44,20.93,21.65,14.11,84.08,2.06,101.07,5.05,6.73,0.4,6.33,147.0
2019,6,14,4.72,7.56,0.41,9.12,0.3,1.35,18.49,15.97,17.23,18.7,11.35,85.9,1.94,101.31,3.34,5.74,0.21,5.53,311.0
2019,6,15,7.17,8.11,0.63,8.02,0.42,1.91,17.78,12.98,15.38,18.17,9.22,74.94,0.02,101.44,2.41,2.92,1.69,1.23,334.0
2019,6,16,3.41,7.39,0.3,8.95,0.23,1.05,17.69,14.29,15.99,17.53,10.15,80.9,2.0,101.04,3.08,3.95,2.1,1.85,116.0
2019,6,17,2.8,7.61,0.24,9.0,0.2,0.84,17.93,14.18,16.06,18.19,10.05,79.3,1.73,101.08,3.51,5.52,2.14,3.38,341.0
2019,6,18,8.31,8.48,0.72,7.75,0.48,1.91,18.16,13.0,15.58,18.39,9.25,73.57,0.04,101.41,3.39,4.5,1.42,3.08,287.6
2019,6,19,7.72,8.34,0.67,8.22,0.45,1.86,20.29,14.6,17.45,20.03,10.32,71.18,0.0,101.15,2.8,3.81,1.68,2.13,183.1
2019,6,20,6.22,7.41,0.54,8.88,0.37,1.68,20.99,17.58,19.28,20.5,12.65,81.32,2.54,100.67,4.16,5.21,2.8,2.41,162.4
2019,6,21,5.61,7.2,0.49,9.16,0.35,1.69,20.79,17.38,19.08,20.67,12.36,81.82,0.52,100.69,3.32,4.43,1.85,2.58,249.7
2019,6,22,7.69,8.3,0.67,8.04,0.46,2.03,17.56,11.63,14.6,18.09,8.54,70.28,0.03,101.37,4.88,7.34,2.56,4.78,292.0
2019,6,23,8.37,8.68,0.73,7.25,0.49,2.06,17.12,8.95,13.03,17.73,7.02,60.06,0.0,101.91,1.68,2.66,0.6,2.06,333.9
2019,6,24,8.03,8.42,0.7,7.58,0.47,1.94,17.86,10.41,14.14,18.19,7.74,62.92,0.0,102.26,2.91,4.0,1.74,2.26,350.5
2019,6,25,7.41,8.12,0.65,7.96,0.44,1.82,18.92,11.7,15.31,19.06,8.42,64.82,0.0,102.35,1.75,3.38,0.46,2.92,85.7
2019,6,26,5.58,7.39,0.49,8.91,0.34,1.53,20.89,15.27,18.08,20.66,10.86,71.15,1.29,101.27,2.23,2.8,0.88,1.92,213.3
2019,6,27,3.53,7.35,0.31,9.09,0.25,1.06,17.32,13.64,15.48,17.76,9.84,79.43,4.92,100.35,8.33,10.96,2.22,8.74,331.0
2019,6,28,7.92,8.47,0.69,7.54,0.47,1.78,16.14,8.44,12.29,16.54,6.85,61.44,0.01,100.91,8.11,9.46,5.27,4.19,335.4
2019,6,29,3.79,7.85,0.33,8.36,0.27,1.08,16.39,10.56,13.48,16.69,7.96,69.35,0.01,100.78,5.18,6.77,3.22,3.55,301.4
2019,6,30,7.42,7.82,0.65,8.38,0.45,1.84,20.23,14.79,17.51,19.94,10.55,72.86,0.0,100.29,4.07,6.17,2.41,3.76,232.1
2019,7,1,7.49,8.1,0.66,8.32,0.45,2.04,19.27,12.93,16.1,19.22,9.39,68.1,0.21,99.81,7.93,9.72,6.19,3.53,254.3
2019,7,2,5.52,8.1,0.49,8.61,0.37,1.37,16.45,12.14,14.3,16.92,8.87,76.46,3.85,99.91,7.84,9.48,6.17,3.31,249.7
2019,7,3,4.91,7.98,0.43,8.21,0.32,1.24,13.19,8.07,10.63,13.81,6.73,72.2,2.05,100.38,6.76,8.63,3.78,4.85,292.6
2019,7,4,5.02,8.02,0.44,8.01,0.33,1.22,13.81,8.05,10.93,14.39,6.71,69.66,1.47,100.47,5.71,7.71,4.78,2.93,244.3
2019,7,5,4.54,7.98,0.4,8.22,0.31,1.24,12.8,9.52,11.16,13.49,7.49,81.27,12.51,99.42,9.27,10.96,6.49,4.47,251.7
2019,7,6,6.43,7.99,0.57,8.07,0.4,1.38,14.84,9.62,12.23,14.92,7.53,72.75,3.8,99.5,7.33,10.21,2.19,8.02,294.5
2019,7,7,3.37,7.57,0.3,8.34,0.23,0.83,13.02,10.05,11.54,13.44,7.77,82.65,6.79,99.4,3.13,4.48,2.04,2.44,230.4
2019,7,8,3.44,7.7,0.31,8.47,0.24,0.87,14.53,11.54,13.04,14.91,8.54,82.83,3.82,99.58,3.11,3.98,1.62,2.36,309.6
2019,7,9,5.22,7.66,0.47,8.36,0.33,1.21,15.21,11.51,13.36,15.85,8.5,79.69,1.86,99.89,4.23,5.48,2.85,2.63,346.7
2019,7,10,3.56,7.51,0.32,8.64,0.24,0.86,14.66,11.8,13.23,15.32,8.64,83.46,2.36,100.07,4.61,5.25,3.27,1.98,354.4
2019,7,11,4.37,7.45,0.39,8.6,0.28,1.03,15.7,11.55,13.63,15.94,8.5,77.55,0.55,100.2,2.93,3.5,2.22,1.28,345.2
2019,7,12,6.34,7.48,0.57,7.87,0.35,1.22,14.31,8.29,11.3,15.35,6.83,69.25,0.04,100.43,3.21,4.5,2.3,2.2,17.1
2019,7,13,6.1,7.56,0.55,7.84,0.35,1.18,15.32,9.4,12.36,15.6,7.33,69.0,0.12,100.5,2.28,3.76,1.15,2.61,325.3
2019,7,14,6.13,7.51,0.56,7.79,0.35,1.18,15.91,9.58,12.74,16.19,7.42,67.9,0.06,100.61,2.82,3.79,2.41,1.38,336.7
2019,7,15,6.46,7.46,0.59,8.09,0.37,1.29,16.87,10.85,13.86,17.24,8.1,69.94,0.17,100.6,2.22,3.06,1.4,1.66,324.9
2019,7,16,2.3,6.94,0.21,8.44,0.17,0.56,14.51,13.1,13.81,14.67,9.42,91.2,24.86,100.18,3.1,4.58,1.5,3.08,207.7
2019,7,17,3.77,6.83,0.35,8.48,0.25,0.89,15.01,12.49,13.75,15.04,9.04,85.22,1.88,100.2,2.38,3.18,1.36,1.82,17.2
2019,7,18,5.84,7.15,0.54,8.24,0.34,1.17,17.19,13.22,15.21,17.31,9.47,78.42,0.12,100.43,5.75,7.47,3.06,4.41,345.3
2019,7,19,6.9,7.62,0.64,7.83,0.39,1.38,17.53,13.05,15.29,17.62,9.34,76.55,0.08,100.68,5.08,6.18,3.15,3.03,314.8
2019,7,20,7.64,7.73,0.71,7.59,0.43,1.5,18.37,12.62,15.5,18.22,9.06,71.0,0.0,101.07,2.56,3.71,0.51,3.2,311.1
2019,7,21,7.11,7.39,0.67,8.19,0.4,1.4,20.33,14.17,17.25,19.61,10.07,68.82,2.09,101.14,2.6,4.12,0.17,3.95,155.9
2019,7,22,3.36,6.62,0.32,9.03,0.22,0.92,17.93,16.3,17.11,17.96,11.5,90.3,27.74,100.92,3.53,5.9,0.59,5.31,306.8
